"S_no","Datatime","HRsum5","HRmean5","SDNN5","RMSSD5","LFHF5","LF5","HF5","VLF5","TP5","Gsensor5","meanX5","meanY5","meanZ5","maxX5","maxY5","maxZ5","sleep_idx5"
"LA020",2018-10-23 16:25:40,434,86,25,14,1.81432,192.23975,105.95688,475.21747,802.11732,328390,-328.4917,-1001.0934,73.7899,662,-32,924,4
"LA020",2018-10-23 16:30:40,422,84,25,14,2.69243,141.34273,52.49634,571.53179,785.37384,391890,-63.6132,-1068.3416,303.9441,307,-728,702,4
"LA020",2018-10-23 16:35:40,427,85,28,13,3.69815,162.58556,43.96403,920.84876,1149.49458,474115,-103.3406,-1063.4839,125.3526,463,-744,655,4
"LA020",2018-10-23 16:40:40,443,88,25,11,4.47853,158.07101,35.29531,476.39658,690.17146,478259,-19.0173,-1066.1332,201.0728,396,-788,558,4
"LA020",2018-10-23 16:45:40,440,88,25,17,2.14653,216.91752,101.05486,508.11599,859.40677,470730,-115.2796,-1037.7922,-2.6718,385,-528,604,4
"LA020",2018-10-23 16:50:40,443,88,35,21,1.85841,667.80837,359.34426,882.66511,1936.29797,476894,-145.2784,-996.723,-119.6626,452,-285,527,4
"LA020",2018-10-23 16:55:40,434,86,30,12,2.63105,104.0679,39.55368,1029.81988,1192.95279,467221,-24.8372,-1063.174,103.8061,387,-391,510,4
"LA020",2018-10-23 17:00:40,429,85,19,11,1.71239,66.33326,38.73713,328.26965,444.68708,476290,4.9625,-1069.2732,135.5595,377,-581,595,4
"LA020",2018-10-23 17:05:40,428,85,17,10,1.90099,78.46513,41.27596,274.85416,401.59707,472286,7.4091,-1061.1692,103.6787,679,-52,543,4
"LA020",2018-10-23 17:10:40,440,88,30,12,3.44186,148.05485,43.01594,867.71044,1077.00111,464771,-87.2449,-1051.4998,113.0832,446,-241,566,4
"LA020",2018-10-23 17:15:40,440,88,34,11,3.56991,138.94637,38.92151,1072.63664,1265.05397,463463,-42.5816,-1074.4688,202.1629,624,-497,499,4
"LA020",2018-10-23 17:20:40,432,86,27,13,1.64727,99.31869,60.29286,753.5178,932.79251,410215,19.3219,-1078.8997,169.5825,387,-401,568,4
"LA020",2018-10-23 17:25:40,428,85,31,12,3.50318,149.69905,42.73236,961.23439,1168.7007,416592,-82.3851,-1070.0144,171.4286,587,-306,441,4
"LA020",2018-10-23 17:30:40,430,86,34,12,2.88023,175.83226,61.04793,1011.79352,1271.20628,413725,-99.2072,-967.5162,-55.717,432,-474,473,4
"LA020",2018-10-23 17:35:40,431,86,35,12,1.83599,82.69899,45.04338,1582.68286,1737.63802,440549,-130.7262,-1070.9905,147.9284,352,-649,540,4
"LA020",2018-10-23 17:40:40,427,85,34,12,2.63509,165.60248,62.8452,1210.07526,1460.74519,448620,-112.0889,-1054.7967,73.6418,440,-592,566,4
"LA020",2018-10-23 17:45:40,432,86,24,12,1.29659,94.56244,72.93142,596.39923,784.53433,517495,-99.8469,-1065.038,145.9233,464,-762,704,4
"LA020",2018-10-23 17:50:40,431,86,16,11,2.33139,78.70169,33.75743,210.3734,338.92955,514345,-170.8347,-1055.4579,66.6386,452,-505,505,4
"LA020",2018-10-23 17:55:40,439,87,32,11,4.66283,101.85907,21.84489,1069.07974,1217.10424,519828,-54.4806,-1028.1343,74.9254,430,156,500,4
"LA020",2018-10-23 18:00:40,435,87,29,14,1.69108,79.43042,46.97018,1082.31412,1240.35484,501194,2.4691,-1067.6388,135.519,380,-288,582,4
"LA020",2018-10-23 18:05:40,429,85,28,14,2.94194,208.48666,70.86708,773.62883,1075.59205,483465,-32.0212,-1073.043,224.2045,359,-804,655,4
"LA020",2018-10-23 18:10:40,438,87,21,10,5.38316,148.59422,27.60353,460.28422,655.71355,451534,-62.9763,-1072.0875,192.621,384,-776,663,4
"LA020",2018-10-23 18:15:40,433,86,25,13,1.80717,113.04562,62.5538,651.02802,853.18653,461860,-232.0295,-1027.2548,142.7789,435,-607,553,4
"LA020",2018-10-23 18:20:40,432,86,18,11,2.84931,90.12644,31.63102,315.06842,457.01879,452140,-62.8728,-1078.5817,212.1619,376,-545,540,4
"LA020",2018-10-23 18:25:40,437,87,21,14,3.11288,186.82162,60.01578,314.00984,582.20208,460186,-22.4941,-1073.8527,233.5389,398,-621,787,4
"LA020",2018-10-23 18:30:40,441,88,24,12,2.54,98.23856,38.67661,616.73381,781.10575,460487,-74.3077,-1075.8034,173.0849,377,-753,556,4
"LA020",2018-10-23 18:35:40,431,86,23,11,1.2519,35.75165,28.55799,632.1003,716.95763,535069,-83.5477,-1058.2949,84.9459,496,-802,580,4
"LA020",2018-10-23 18:40:40,431,86,23,13,3.36128,178.14715,52.9998,470.11098,720.98679,541645,-19.3783,-1065.4222,239.6534,488,-64,627,4
"LA020",2018-10-23 18:45:40,427,85,38,14,1.44162,98.86893,68.58179,1625.79108,1813.59082,514948,-77.4983,-1058.3597,81.6068,408,-569,543,4
"LA020",2018-10-23 18:50:40,451,90,44,12,3.00803,196.9666,65.48018,2321.31199,2599.75842,405906,-269.583,-945.5742,-177.4983,543,-109,700,4
"LA020",2018-10-23 18:55:40,422,84,19,9,2.09969,61.8381,29.45103,288.79138,389.36591,388631,-52.5739,-1081.621,102.335,391,-872,500,4
"LA020",2018-10-23 19:00:40,429,85,62,18,1.58623,367.85671,231.90636,3248.34535,3869.73835,427657,-204.562,-945.7176,-138.1546,355,-58,463,4
"LA020",2018-10-23 19:05:40,465,93,50,21,2.80911,356.06052,126.75226,1597.9511,2124.01351,462761,-191.8793,-1057.2845,27.2982,351,-781,464,4
"LA020",2018-10-23 19:10:40,439,87,15,11,1.25227,60.34404,48.18789,152.36888,272.00051,474085,-278.3961,-1024.0148,-44.5674,380,-745,542,4
"LA020",2018-10-23 19:15:40,440,88,23,8,2.9267,68.86552,23.53011,317.81361,419.91882,454545,-166.7569,-1053.5049,-28.0657,303,-643,534,4
"LA020",2018-10-23 19:20:40,440,88,45,22,1.56568,1831.65064,1169.87796,1039.36643,4070.69656,439274,-193.2209,-1063.2106,73.125,308,-810,537,4
"LA020",2018-10-23 19:25:40,425,85,21,13,1.33202,84.85064,63.70083,386.03856,552.24318,465765,-310.2117,-1027.418,40.577,275,-659,380,4
"LA020",2018-10-23 19:30:40,437,87,34,12,2.5225,109.52492,43.41914,1431.74255,1600.0858,438359,-66.5188,-1067.9742,139.5496,416,-573,529,4
"LA020",2018-10-23 19:35:40,431,86,32,12,2.26526,126.73683,55.94812,1045.56254,1244.80368,424093,9.3401,-1050.3338,340.9805,451,-495,620,4
"LA020",2018-10-23 19:40:40,411,82,57,14,2.89338,251.61962,86.96381,2939.39019,3299.18447,265490,28.0049,-1024.7401,488.3604,320,-737,719,4
"LA020",2018-10-23 19:45:40,398,79,25,14,2.46337,178.33886,72.39627,428.04999,696.51903,221106,51.3961,-1047.7008,425.3446,232,-756,728,4
"LA020",2018-10-23 19:50:40,380,76,22,14,2.053,131.66639,64.13361,362.39252,577.83136,220563,45.0462,-1033.6196,498.7953,190,-888,712,4
"LA020",2018-10-23 19:55:40,420,84,35,12,3.82311,184.07994,48.14921,1347.815,1594.77568,331243,-59.1306,-1073.2221,206.7355,422,-808,599,4
"LA020",2018-10-23 20:00:40,426,85,32,16,2.76839,293.25414,105.92959,985.73696,1411.68393,512325,-107.0794,-1051.8693,128.5665,579,-471,537,4
"LA020",2018-10-23 20:05:40,424,84,28,19,1.69282,186.29979,110.05268,675.81093,996.78773,494322,-92.517,-1053.9634,235.919,383,-537,1496,4
"LA020",2018-10-23 20:10:40,420,84,30,14,1.91012,121.64302,63.68341,888.68816,1093.94827,478887,-130.1968,-1048.0019,327.0329,467,-724,1697,4
"LA020",2018-10-23 20:15:40,426,85,52,15,2.71108,236.03998,87.06478,1257.31481,1602.41162,526478,-69.6481,-1027.8236,149.2036,678,-349,944,4
"LA020",2018-10-23 20:20:40,461,92,52,14,1.64524,164.76451,100.14597,1308.14048,1604.82033,1079605,-30.319,-1073.9081,335.0707,387,-720,728,4
"LA020",2018-10-23 20:25:40,483,96,45,12,2.62763,158.58728,60.35379,1517.39708,1748.61015,1828825,7.9193,-1072.6114,340.4829,416,-592,728,4
"LA020",2018-10-23 20:30:40,538,107,9,6,3.32864,28.12883,8.45054,87.12033,126.01172,2009134,33.5274,-1082.8888,319.7649,516,-621,828,4
"LA020",2018-10-23 20:35:40,530,106,11,7,3.69859,32.11535,8.68313,149.87877,193.59894,1968928,10.3363,-1085.3653,302.5489,440,-703,681,4
"LA020",2018-10-23 20:40:40,515,103,10,10,1.80693,32.16881,17.803,62.8203,128.01805,1797780,22.3408,-1088.0347,288.705,335,-764,568,4
"LA020",2018-10-23 20:45:40,516,103,13,10,1.51802,32.73008,21.56097,130.22614,193.15628,1738550,32.2383,-1085.1095,302.8679,472,-775,595,4
"LA020",2018-10-23 20:50:40,526,105,13,11,1.83976,32.54584,17.69026,112.03671,172.04415,1743215,29.8743,-1088.0659,284.1122,409,-775,590,4
"LA020",2018-10-23 20:55:40,523,104,10,11,1.2011,29.31569,24.40743,47.17279,111.32526,1758647,41.0125,-1084.1183,308.7663,495,-741,591,4
"LA020",2018-10-23 21:00:40,523,104,23,19,1.0184,266.84765,262.02586,301.83876,884.27429,1730936,17.3176,-1083.2684,316.6181,413,-628,849,4
"LA020",2018-10-23 21:05:40,526,105,11,10,1.79495,31.82582,17.7308,85.72104,140.53456,1701481,29.9971,-1085.9502,300.1883,380,-762,611,4
"LA020",2018-10-23 21:10:40,509,101,23,13,1.96252,102.22301,52.08751,361.82288,529.57929,1260660,-120.8747,-1025.2876,280.6177,380,-488,665,4
"LA020",2018-10-23 21:15:40,476,95,21,16,1.48195,149.47905,100.86616,291.70561,579.83258,512035,-604.7312,-877.0163,335.0461,-264,-562,679,4
"LA020",2018-10-23 21:20:40,460,92,61,14,2.36814,202.94849,85.6997,2500.84144,2804.42369,695080,-430.4678,-860.3966,424.3329,731,-4,1123,4
"LA020",2018-10-23 21:25:40,543,108,24,7,2.26657,29.65496,13.0836,625.05325,671.49137,1415520,26.001,-1076.1369,346.3934,663,-559,808,4
"LA020",2018-10-23 21:30:40,494,98,75,20,2.22082,298.46744,134.39491,3306.97536,3786.18521,1240859,-145.0304,-1047.1585,231.0435,487,-555,758,4
"LA020",2018-10-23 21:35:40,453,90,49,12,2.76431,190.0069,68.73571,1594.74892,1866.79768,527383,-114.1129,-1048.8805,273.5822,329,-685,819,4
"LA020",2018-10-23 21:40:40,485,97,39,19,1.42014,199.88914,140.75349,1416.66236,1808.25701,579139,-54.0061,-1063.0666,246.6146,387,-560,824,4
"LA020",2018-10-23 21:45:40,468,93,29,16,3.01821,280.2286,92.84589,810.96466,1201.62906,539573,-151.6562,-1043.0261,167.7319,679,-600,2047,4
"LA020",2018-10-23 21:50:40,456,91,28,18,1.49755,233.71599,156.06541,653.45896,1077.25475,452711,-33.7872,-1084.3083,226.1574,343,-824,624,4
"LA020",2018-10-23 21:55:40,438,87,34,26,1.12484,568.98726,505.84047,520.30062,1655.63908,325334,-47.506,-1070.1247,163.4276,496,-711,556,4
"LA020",2018-10-23 22:00:40,412,82,29,14,1.75741,132.74405,75.53399,424.48051,650.13624,321243,49.7511,-1069.2128,384.2885,126,-1023,492,4
"LA020",2018-10-23 22:05:40,404,80,39,23,1.72258,322.92188,187.46355,836.54667,1403.15867,363623,-5.3069,-1072.4726,315.903,403,-328,892,4
"LA020",2018-10-23 22:10:40,442,88,31,17,2.36878,324.73688,137.09016,718.93579,1226.83138,471896,-121.2233,-1044.5922,-20.6766,408,-616,539,4
"LA020",2018-10-23 22:15:40,458,91,28,15,1.80797,160.03893,88.51865,716.81125,982.90279,482652,-112.9186,-1032.2683,155.7462,487,-633,655,4
"LA020",2018-10-23 22:20:40,457,91,31,16,3.22618,239.20207,74.14399,726.094,1067.16533,540849,-242.1698,-973.9097,-64.8106,376,-468,619,4
"LA020",2018-10-23 22:25:40,502,100,23,18,0.78594,167.39772,212.99037,387.21667,807.04625,706337,-262.7099,-975.7186,-119.5977,527,-93,847,4
"LA020",2018-10-23 22:30:40,496,99,39,15,2.2395,204.19188,91.17726,1003.79438,1324.07129,780325,-323.2503,-781.1382,-395.9306,476,-121,575,4
"LA020",2018-10-23 22:35:40,466,93,62,43,4.27755,2074.52872,484.98112,1564.79741,4596.96984,768291,-114.9014,-1022.6781,117.9205,463,-221,1046,4
"LA020",2018-10-23 22:45:40,445,89,47,27,1.09797,1227.20311,1117.69794,1252.16088,3701.17991,691208,-19.1923,-1069.3888,171.3188,1432,-477,1548,4
"LA020",2018-10-23 22:50:40,456,91,56,20,2.6446,323.33028,122.26061,1947.30988,2438.20452,426142,-101.2718,-1035.7918,86.4006,579,-239,752,4
"LA020",2018-10-23 22:55:40,391,78,34,26,1.31976,392.85337,297.6701,641.60136,1386.62182,215836,31.6593,-1007.7658,562.6934,275,-569,1369,4
"LA020",2018-10-23 23:00:40,387,77,33,25,1.85751,402.89301,216.89958,623.34069,1303.46149,191295,5.9166,-996.3116,590.3717,351,-217,1456,4
"LA020",2018-10-23 23:05:40,389,77,52,25,3.06948,813.7556,265.11168,1448.3407,2582.19377,181228,-32.8423,-1019.5223,519.6353,107,-703,1049,4
"LA020",2018-10-23 23:10:40,403,80,36,23,2.00968,521.38755,259.43791,794.64619,1608.68192,170645,-147.9887,-1073.6396,283.7264,38,-855,707,4
"LA020",2018-10-23 23:15:40,402,80,26,22,1.37557,307.70289,223.69076,320.69697,892.50832,168757,-114.6216,-1072.6533,328.6018,35,-877,652,4
"LA020",2018-10-23 23:20:40,405,81,37,21,1.98027,381.13675,192.46742,1056.53447,1664.75583,167526,-136.6562,-1047.2425,423.8859,51,-847,816,4
"LA020",2018-10-23 23:25:40,389,77,35,23,2.81496,584.96355,207.80517,732.20133,1580.9334,172137,-125.251,-1063.2333,299.8429,7,-924,617,4
"LA020",2018-10-23 23:30:40,386,77,52,35,0.95038,2001.31561,2105.81382,1232.60877,5631.04449,182856,-75.576,-1014.4248,512.3073,144,-786,915,4
"LA020",2018-10-23 23:35:40,383,76,36,23,2.44534,611.84778,250.21006,655.76034,1547.93206,156051,-88.8368,-1000.4548,538.2871,15,-804,862,4
"LA020",2018-10-23 23:40:40,403,80,37,24,2.62801,521.95344,198.61131,1018.91603,1784.31326,150467,-336.1322,-833.5121,-423.0763,-52,-640,559,4
"LA020",2018-10-23 23:45:40,403,80,31,22,3.09616,561.96135,181.50275,381.00221,1157.13104,149276,-344.7953,-820.5118,-454.5281,-10,-656,-77,4
"LA020",2018-10-23 23:50:40,393,78,37,23,2.58013,574.82186,222.78767,707.0782,1552.29034,155892,-349.2016,-814.3886,-359.4619,231,-637,568,4
"LA020",2018-10-23 23:55:40,384,76,36,23,2.6462,621.60673,234.90513,572.73378,1473.72072,163410,-293.2461,-919.6845,-281.5224,136,-656,403,4
"LA020",2018-10-24 00:00:40,384,76,48,28,2.34964,768.12234,326.91048,1624.19389,2777.39872,170781,-265.4967,-901.8079,-366.503,150,-752,684,4
"LA020",2018-10-24 00:05:40,383,76,41,22,3.03802,556.61717,183.21712,1023.75345,1796.41251,166554,-316.8927,-862.9701,-389.0478,195,-689,451,4
"LA020",2018-10-24 00:10:40,360,72,42,34,2.49686,738.48382,295.76507,779.16712,1935.14873,164162,-18.2615,-1029.8513,223.6133,159,-825,1270,4
"LA020",2018-10-24 00:15:40,359,71,40,23,2.64766,461.60343,174.34382,1277.1132,1947.47773,162865,-89.3016,-1026.2832,31.2603,137,-836,622,4
"LA020",2018-10-24 00:20:40,358,71,31,19,3.2129,376.71302,117.2503,681.12444,1205.65191,163246,-52.1641,-1027.7859,239.8795,168,-783,566,4
"LA020",2018-10-24 00:25:40,358,71,49,24,4.35716,1095.84962,251.50528,1708.59632,3083.41079,157312,-20.0794,-1055.7713,433.4829,367,-724,912,4
"LA020",2018-10-24 00:30:40,365,73,47,25,2.27743,658.01563,288.92946,1321.87772,2311.14643,185437,-24.9855,-1078.1093,325.1893,134,-977,585,4
"LA020",2018-10-24 00:35:40,405,81,47,26,1.34435,654.31311,486.71308,1925.67795,3154.9834,349231,-92.704,-1024.6729,80.1438,470,-569,1849,4
"LA020",2018-10-24 00:40:40,405,81,41,22,2.89861,533.7709,184.14723,1241.33889,1988.93768,434805,-172.9422,-1023.4393,132.5592,392,-217,668,4
"LA020",2018-10-24 00:45:40,391,78,34,22,2.52116,489.61449,194.20233,696.27813,1404.61544,395709,-527.7241,-848.2095,-42.1639,54,-413,431,4
"LA020",2018-10-24 00:50:40,376,75,38,22,3.81472,589.76708,154.60296,992.32232,1785.26596,326584,-305.9604,-990.6729,50.5425,278,-637,424,4
"LA020",2018-10-24 00:55:40,381,76,35,16,2.75262,315.90728,114.76612,972.10232,1421.26438,323877,-609.4953,-791.1547,-20.5794,222,-509,371,4
"LA020",2018-10-24 01:00:40,383,76,66,41,0.84149,2051.13711,2437.51726,2596.19047,7485.95914,370648,-599.0509,-815.9329,-17.1769,39,-130,1311,4
"LA020",2018-10-24 01:05:40,379,75,28,17,2.15488,247.59456,114.89925,571.32038,948.75355,351919,-186.427,-1054.8221,195.6526,361,-570,688,4
"LA020",2018-10-24 01:10:40,366,73,22,13,1.13999,82.28178,72.17794,360.42794,524.05266,234471,-182.6857,-1044.0615,397.3704,380,-788,504,4
"LA020",2018-10-24 01:15:40,359,71,23,20,1.06856,138.53297,129.64467,283.58456,577.93494,200232,-153.8201,-1050.8707,288.5376,172,24,1030,4
"LA020",2018-10-24 01:20:40,365,73,40,33,1.1684,386.52598,330.81564,861.46653,1659.08411,257390,-150.7872,-1080.6856,168.2187,275,-900,472,4
"LA020",2018-10-24 01:30:40,328,65,61,49,1.68068,1257.57242,748.25336,1923.88637,4089.40242,157573,180.2903,151.9852,1168.4188,235,344,1297,4
"LA020",2018-10-24 01:35:40,331,66,55,47,1.24521,948.38758,761.6282,908.98053,2769.69056,101331,156.8925,189.3039,1168.592,184,344,1264,4
"LA020",2018-10-24 01:40:40,329,65,38,42,0.423,334.36231,790.44915,315.69294,1542.15923,92800,166.5606,179.814,1168.2864,188,240,1223,4
"LA020",2018-10-24 01:45:40,332,66,47,46,0.37842,383.18972,1012.59361,802.30788,2344.66958,90330,167.3522,180.6123,1168.1161,276,241,1196,4
"LA020",2018-10-24 01:50:40,329,65,42,40,0.43147,323.09875,748.82458,683.49626,1833.67884,90179,164.6588,181.7346,1168.5699,176,214,1191,2
"LA020",2018-10-24 01:55:40,326,65,40,43,0.2572,219.63902,853.95401,450.42595,1629.55531,88584,166.3549,182.3329,1168.0757,179,192,1187,2
"LA020",2018-10-24 02:00:40,325,65,38,42,0.34725,304.45985,876.78678,248.06405,1528.23207,86896,165.9461,182.4542,1168.1643,201,193,1185,2
"LA020",2018-10-24 02:05:40,324,64,43,39,0.67535,494.45724,732.14871,612.13025,1920.00248,87455,165.7365,183.2958,1168.1971,199,207,1191,2
"LA020",2018-10-24 02:10:40,334,66,64,33,1.00936,512.76518,508.00858,3360.28919,4443.27701,90765,165.656,178.356,1168.6864,265,382,1272,3
"LA020",2018-10-24 02:15:40,322,64,38,39,0.74068,472.66791,638.15069,330.13952,1534.07939,91985,172.8588,171.0643,1168.687,180,182,1187,3
"LA020",2018-10-24 02:20:40,324,64,34,35,0.70029,410.26143,585.84652,172.04005,1220.02272,91148,172.8335,172.0522,1168.5678,182,185,1187,2
"LA020",2018-10-24 02:25:40,328,65,40,42,0.49426,427.45257,864.84046,275.25742,1667.60156,90896,173.1127,171.9888,1168.5542,183,182,1187,2
"LA020",2018-10-24 02:30:40,322,64,34,37,0.44224,283.31877,640.64166,232.78597,1234.2315,90244,173.4731,172.1143,1168.5134,183,183,1187,2
"LA020",2018-10-24 02:35:40,323,64,33,38,0.42332,265.42894,627.02433,98.45042,1100.04609,89875,173.7,172.2162,1168.3889,184,182,1187,2
"LA020",2018-10-24 02:40:40,332,66,83,34,2.23795,1034.04028,462.04783,4145.13078,5701.48572,93502,173.6374,172.4421,1168.4183,192,199,1214,2
"LA020",2018-10-24 02:45:40,364,72,65,30,1.34418,587.22183,436.86304,3077.70007,4169.66758,108050,173.6698,172.765,1168.2616,207,223,1256,2
"LA020",2018-10-24 02:50:40,387,77,60,31,2.76893,1160.38991,419.07447,2547.35912,4189.49557,113743,172.3286,178.1673,1167.6385,280,280,1251,4
"LA020",2018-10-24 02:55:40,367,73,87,35,1.62698,1192.88784,733.19215,6455.02171,8475.66453,109254,186.8346,158.7779,1166.9785,320,424,1283,4
"LA020",2018-10-24 03:00:40,337,67,68,36,1.44863,897.91357,619.83845,3967.78119,5542.89528,105192,199.0938,147.0938,1165.7404,211,199,1195,3
"LA020",2018-10-24 03:05:40,333,66,59,22,1.05996,243.32963,229.56537,3255.04417,3755.08903,104894,209.7232,145.4119,1163.1168,278,320,1217,3
"LA020",2018-10-24 03:10:40,337,67,38,20,4.93417,715.8567,145.08155,786.4207,1672.95173,102908,186.0575,160.2602,1166.1521,275,399,1268,2
"LA020",2018-10-24 03:15:40,328,65,18,14,0.47975,41.14225,85.75766,184.20603,326.30315,94427,188.7997,164.069,1166.0329,200,176,1187,2
"LA020",2018-10-24 03:20:40,324,64,56,20,2.686,428.04826,159.36255,2663.63606,3278.78109,94095,189.3743,164.0138,1166.0248,199,176,1187,1
"LA020",2018-10-24 03:25:40,339,67,93,41,2.93967,1736.81117,590.81919,8231.53977,10666.51107,103547,177.1578,154.063,1167.5958,326,451,1264,2
"LA020",2018-10-24 03:30:40,328,65,73,37,1.65965,1093.81005,659.06111,4062.0624,5886.63839,121137,118.2541,230.2564,1168.5807,209,391,1233,2
"LA020",2018-10-24 03:35:40,338,67,80,31,2.63461,1033.74847,392.37288,6258.74177,7744.40867,111875,142.8645,206.7441,1168.7541,281,287,1220,2
"LA020",2018-10-24 03:40:40,334,66,55,39,0.82735,651.74771,787.74912,1906.45721,3436.02845,100950,173.2302,188.9676,1165.3778,487,371,1275,2
"LA020",2018-10-24 03:45:40,341,68,64,48,1.09502,1323.82732,1208.94997,1778.05906,4474.69034,99509,176.0006,187.2791,1165.4967,188,211,1206,2
"LA020",2018-10-24 03:50:40,338,67,70,30,2.11506,816.8937,386.22776,3600.91457,4852.24521,97873,183.6619,185.5946,1164.0196,264,255,1223,2
"LA020",2018-10-24 03:55:40,315,63,18,19,0.2706,50.40547,186.27265,77.27264,335.92976,93192,197.9465,196.8355,1158.2272,222,236,1191,2
"LA020",2018-10-24 04:00:40,324,64,57,26,1.84751,511.06154,276.62226,2854.3546,3682.06243,93179,199.7886,199.0404,1157.326,214,236,1176,2
"LA020",2018-10-24 04:05:40,334,66,80,29,1.36407,559.69933,410.31601,6319.16787,7325.09547,94895,187.2135,209.9509,1158.4064,249,407,1235,2
"LA020",2018-10-24 04:10:40,326,65,19,20,0.35436,64.75585,182.74165,90.76963,372.2063,97813,208.4016,147.8596,1163.0725,347,368,1287,2
"LA020",2018-10-24 04:15:40,324,64,68,29,0.99255,375.21808,378.03406,4522.03717,5318.92883,97491,-291.2997,162.9798,955.6673,291,551,1216,2
"LA020",2018-10-24 04:20:40,318,63,21,28,0.12797,39.95464,312.21419,60.20244,475.76575,97950,-989.0104,166.0182,672.2603,-977,177,688,2
"LA020",2018-10-24 04:25:40,321,64,72,35,1.82705,3148.40719,1723.21737,4316.44852,9303.17585,97803,-987.6607,166.163,674.4013,-976,179,694,1
